model,pca,features,criterion,n_cols,level,seed,fold
pca_recon,3,orderband,2.06781,27,window,43,S2
pca_recon,5,all,3.074975,39,window,43,S2
pca_recon,5,machine,2.693048,26,window,43,S2
pca_recon,5,primary,2.359152,13,window,43,S2
pca_recon,5,orderband,3.052816,27,window,43,S2
pca_recon,8,all,3.499847,39,window,43,S2
pca_recon,8,machine,3.555969,26,window,43,S2
pca_recon,8,primary,1.208059,13,window,43,S2
pca_recon,8,orderband,3.260381,27,window,43,S2
pca_recon,auto,all,5.242605,39,window,43,S2
pca_recon,auto,machine,3.283937,26,window,43,S2
pca_recon,auto,primary,2.195496,13,window,43,S2
pca_recon,auto,orderband,3.966459,27,window,43,S2
mahalanobis,3,all,2.014454,39,window,43,S3
mahalanobis,3,machine,1.379764,26,window,43,S3
mahalanobis,3,primary,1.784507,13,window,43,S3
mahalanobis,3,orderband,1.638763,27,window,43,S3
mahalanobis,5,all,1.721785,39,window,43,S3
mahalanobis,5,machine,1.82114,26,window,43,S3
mahalanobis,5,primary,1.846144,13,window,43,S3
mahalanobis,5,orderband,1.231076,27,window,43,S3
mahalanobis,8,all,1.998624,39,window,43,S3
mahalanobis,8,machine,2.599879,26,window,43,S3
mahalanobis,8,primary,3.240595,13,window,43,S3
mahalanobis,8,orderband,2.244361,27,window,43,S3
mahalanobis,auto,all,3.226738,39,window,43,S3
mahalanobis,auto,machine,3.095725,26,window,43,S3
mahalanobis,auto,primary,1.801283,13,window,43,S3
mahalanobis,auto,orderband,2.852847,27,window,43,S3
isolation_forest,auto,all,1.25263,39,window,43,S3
isolation_forest,auto,machine,1.14911,26,window,43,S3
isolation_forest,auto,primary,0.787494,13,window,43,S3
isolation_forest,auto,orderband,1.471497,27,window,43,S3
ocsvm,auto,all,271.301101,39,window,43,S3
ocsvm,auto,machine,140.062422,26,window,43,S3
ocsvm,auto,primary,166.721158,13,window,43,S3
ocsvm,auto,orderband,241.278197,27,window,43,S3
pca_recon,3,all,3.008329,39,window,43,S3
pca_recon,3,machine,3.502147,26,window,43,S3
pca_recon,3,primary,2.359591,13,window,43,S3
pca_recon,3,orderband,2.429688,27,window,43,S3
pca_recon,5,all,4.029324,39,window,43,S3
pca_recon,5,machine,3.829555,26,window,43,S3
pca_recon,5,primary,2.779427,13,window,43,S3
pca_recon,5,orderband,3.487528,27,window,43,S3
pca_recon,8,all,4.481088,39,window,43,S3
pca_recon,8,machine,3.590274,26,window,43,S3
pca_recon,8,primary,1.776177,13,window,43,S3
pca_recon,8,orderband,2.834957,27,window,43,S3
pca_recon,auto,all,5.514761,39,window,43,S3
pca_recon,auto,machine,4.607961,26,window,43,S3
pca_recon,auto,primary,2.955892,13,window,43,S3
pca_recon,auto,orderband,3.202741,27,window,43,S3
mahalanobis,3,all,1.867237,39,window,43,S4
mahalanobis,3,machine,1.104925,26,window,43,S4
mahalanobis,3,primary,1.11925,13,window,43,S4
mahalanobis,3,orderband,1.782359,27,window,43,S4
mahalanobis,5,all,1.811092,39,window,43,S4
mahalanobis,5,machine,2.14611,26,window,43,S4
mahalanobis,5,primary,1.755626,13,window,43,S4
mahalanobis,5,orderband,1.510503,27,window,43,S4
mahalanobis,8,all,2.740117,39,window,43,S4
mahalanobis,8,machine,3.21306,26,window,43,S4
mahalanobis,8,primary,2.579362,13,window,43,S4
mahalanobis,8,orderband,2.397136,27,window,43,S4
mahalanobis,auto,all,4.068904,39,window,43,S4
mahalanobis,auto,machine,3.566771,26,window,43,S4
mahalanobis,auto,primary,1.443164,13,window,43,S4
mahalanobis,auto,orderband,2.679195,27,window,43,S4
isolation_forest,auto,all,1.430483,39,window,43,S4
isolation_forest,auto,machine,1.355952,26,window,43,S4
isolation_forest,auto,primary,0.822434,13,window,43,S4
isolation_forest,auto,orderband,1.456856,27,window,43,S4
ocsvm,auto,all,125.562676,39,window,43,S4
ocsvm,auto,machine,238.32911,26,window,43,S4
ocsvm,auto,primary,117.025696,13,window,43,S4
ocsvm,auto,orderband,127.88391,27,window,43,S4
pca_recon,3,all,2.901706,39,window,43,S4
pca_recon,3,machine,4.080222,26,window,43,S4
pca_recon,3,primary,2.346546,13,window,43,S4
pca_recon,3,orderband,3.145721,27,window,43,S4
pca_recon,5,all,3.693156,39,window,43,S4
pca_recon,5,machine,2.779097,26,window,43,S4
pca_recon,5,primary,2.991297,13,window,43,S4
pca_recon,5,orderband,3.137282,27,window,43,S4
pca_recon,8,all,6.84804,39,window,43,S4
pca_recon,8,machine,4.19489,26,window,43,S4
pca_recon,8,primary,1.974268,13,window,43,S4
pca_recon,8,orderband,3.256165,27,window,43,S4
pca_recon,auto,all,7.907552,39,window,43,S4
pca_recon,auto,machine,5.663656,26,window,43,S4
pca_recon,auto,primary,2.748834,13,window,43,S4
pca_recon,auto,orderband,4.540206,27,window,43,S4
mahalanobis,3,all,1.011994,39,window,44,S1
mahalanobis,3,machine,1.153209,26,window,44,S1
mahalanobis,3,primary,1.691319,13,window,44,S1
mahalanobis,3,orderband,1.151411,27,window,44,S1
mahalanobis,5,all,1.047213,39,window,44,S1
mahalanobis,5,machine,1.170792,26,window,44,S1
mahalanobis,5,primary,1.484633,13,window,44,S1
mahalanobis,5,orderband,1.156727,27,window,44,S1
mahalanobis,8,all,1.309551,39,window,44,S1
mahalanobis,8,machine,1.666024,26,window,44,S1
mahalanobis,8,primary,2.987682,13,window,44,S1
mahalanobis,8,orderband,1.244459,27,window,44,S1
mahalanobis,auto,all,2.353684,39,window,44,S1
mahalanobis,auto,machine,2.511873,26,window,44,S1
mahalanobis,auto,primary,1.4042,13,window,44,S1
mahalanobis,auto,orderband,1.82186,27,window,44,S1
isolation_forest,auto,all,1.231069,39,window,44,S1
isolation_forest,auto,machine,1.324599,26,window,44,S1
isolation_forest,auto,primary,1.107663,13,window,44,S1
isolation_forest,auto,orderband,1.277119,27,window,44,S1
ocsvm,auto,all,372.423759,39,window,44,S1
ocsvm,auto,machine,322.63867,26,window,44,S1
ocsvm,auto,primary,289.12794,13,window,44,S1
ocsvm,auto,orderband,266.3554,27,window,44,S1
pca_recon,3,all,2.284979,39,window,44,S1
pca_recon,3,machine,2.476333,26,window,44,S1
pca_recon,3,primary,2.213728,13,window,44,S1
pca_recon,3,orderband,2.397277,27,window,44,S1
pca_recon,5,all,2.86462,39,window,44,S1
pca_recon,5,machine,2.81925,26,window,44,S1
pca_recon,5,primary,3.827114,13,window,44,S1
pca_recon,5,orderband,2.918124,27,window,44,S1
pca_recon,8,all,4.810681,39,window,44,S1
pca_recon,8,machine,4.443945,26,window,44,S1
pca_recon,8,primary,2.488596,13,window,44,S1
pca_recon,8,orderband,3.714594,27,window,44,S1
pca_recon,auto,all,6.441929,39,window,44,S1
pca_recon,auto,machine,5.768483,26,window,44,S1
pca_recon,auto,primary,3.882045,13,window,44,S1
pca_recon,auto,orderband,5.257769,27,window,44,S1
mahalanobis,3,all,1.760544,39,window,44,S2
mahalanobis,3,machine,1.539746,26,window,44,S2
mahalanobis,3,primary,1.573276,13,window,44,S2
mahalanobis,3,orderband,1.667,27,window,44,S2
mahalanobis,5,all,1.98779,39,window,44,S2
mahalanobis,5,machine,2.120235,26,window,44,S2
mahalanobis,5,primary,2.095924,13,window,44,S2
mahalanobis,5,orderband,1.419576,27,window,44,S2
mahalanobis,8,all,2.236568,39,window,44,S2
mahalanobis,8,machine,2.37228,26,window,44,S2
mahalanobis,8,primary,2.186846,13,window,44,S2
mahalanobis,8,orderband,1.800141,27,window,44,S2
mahalanobis,auto,all,4.13935,39,window,44,S2
mahalanobis,auto,machine,2.791264,26,window,44,S2
mahalanobis,auto,primary,2.396648,13,window,44,S2
mahalanobis,auto,orderband,2.924927,27,window,44,S2
isolation_forest,auto,all,1.741654,39,window,44,S2
isolation_forest,auto,machine,1.420027,26,window,44,S2
isolation_forest,auto,primary,0.959044,13,window,44,S2
isolation_forest,auto,orderband,1.776243,27,window,44,S2
ocsvm,auto,all,173.634609,39,window,44,S2
ocsvm,auto,machine,109.998586,26,window,44,S2
ocsvm,auto,primary,170.007924,13,window,44,S2
ocsvm,auto,orderband,120.852743,27,window,44,S2
pca_recon,3,all,3.337731,39,window,44,S2
pca_recon,3,machine,2.90459,26,window,44,S2
pca_recon,3,primary,3.38029,13,window,44,S2
pca_recon,3,orderband,2.06781,27,window,44,S2
pca_recon,5,all,3.074975,39,window,44,S2
pca_recon,5,machine,2.693048,26,window,44,S2
pca_recon,5,primary,2.359152,13,window,44,S2
pca_recon,5,orderband,3.052816,27,window,44,S2
pca_recon,8,all,3.499847,39,window,44,S2
pca_recon,8,machine,3.555969,26,window,44,S2
pca_recon,8,primary,1.208059,13,window,44,S2
pca_recon,8,orderband,3.260381,27,window,44,S2
pca_recon,auto,all,5.242605,39,window,44,S2
pca_recon,auto,machine,3.283937,26,window,44,S2
pca_recon,auto,primary,2.195496,13,window,44,S2
pca_recon,auto,orderband,3.966459,27,window,44,S2
mahalanobis,3,all,2.014454,39,window,44,S3
mahalanobis,3,machine,1.379764,26,window,44,S3
mahalanobis,3,primary,1.784507,13,window,44,S3
mahalanobis,3,orderband,1.638763,27,window,44,S3
mahalanobis,5,all,1.721785,39,window,44,S3
mahalanobis,5,machine,1.82114,26,window,44,S3
mahalanobis,5,primary,1.846144,13,window,44,S3
mahalanobis,5,orderband,1.231076,27,window,44,S3
mahalanobis,8,all,1.998624,39,window,44,S3
mahalanobis,8,machine,2.599879,26,window,44,S3
mahalanobis,8,primary,3.240595,13,window,44,S3
mahalanobis,8,orderband,2.244361,27,window,44,S3
mahalanobis,auto,all,3.226738,39,window,44,S3
mahalanobis,auto,machine,3.095725,26,window,44,S3
mahalanobis,auto,primary,1.801283,13,window,44,S3
mahalanobis,auto,orderband,2.852847,27,window,44,S3
isolation_forest,auto,all,1.35389,39,window,44,S3
isolation_forest,auto,machine,1.148718,26,window,44,S3
isolation_forest,auto,primary,0.777668,13,window,44,S3
isolation_forest,auto,orderband,1.532756,27,window,44,S3
ocsvm,auto,all,271.301101,39,window,44,S3
ocsvm,auto,machine,140.062422,26,window,44,S3
ocsvm,auto,primary,166.721158,13,window,44,S3
ocsvm,auto,orderband,241.278197,27,window,44,S3
pca_recon,3,all,3.008329,39,window,44,S3
pca_recon,3,machine,3.502147,26,window,44,S3
pca_recon,3,primary,2.359591,13,window,44,S3
pca_recon,3,orderband,2.429688,27,window,44,S3
pca_recon,5,all,4.029324,39,window,44,S3
pca_recon,5,machine,3.829555,26,window,44,S3
pca_recon,5,primary,2.779427,13,window,44,S3
pca_recon,5,orderband,3.487528,27,window,44,S3
pca_recon,8,all,4.481088,39,window,44,S3
pca_recon,8,machine,3.590274,26,window,44,S3
pca_recon,8,primary,1.776177,13,window,44,S3
pca_recon,8,orderband,2.834957,27,window,44,S3
pca_recon,auto,all,5.514761,39,window,44,S3
pca_recon,auto,machine,4.607961,26,window,44,S3
pca_recon,auto,primary,2.955892,13,window,44,S3
pca_recon,auto,orderband,3.202741,27,window,44,S3
mahalanobis,3,all,1.867237,39,window,44,S4
mahalanobis,3,machine,1.104925,26,window,44,S4
mahalanobis,3,primary,1.11925,13,window,44,S4
mahalanobis,3,orderband,1.782359,27,window,44,S4
mahalanobis,5,all,1.811092,39,window,44,S4
mahalanobis,5,machine,2.14611,26,window,44,S4
mahalanobis,5,primary,1.755626,13,window,44,S4
mahalanobis,5,orderband,1.510503,27,window,44,S4
mahalanobis,8,all,2.740117,39,window,44,S4
mahalanobis,8,machine,3.21306,26,window,44,S4
mahalanobis,8,primary,2.579362,13,window,44,S4
mahalanobis,8,orderband,2.397136,27,window,44,S4
mahalanobis,auto,all,4.068904,39,window,44,S4
mahalanobis,auto,machine,3.566771,26,window,44,S4
mahalanobis,auto,primary,1.443164,13,window,44,S4
mahalanobis,auto,orderband,2.679195,27,window,44,S4
isolation_forest,auto,all,1.442959,39,window,44,S4
isolation_forest,auto,machine,1.311163,26,window,44,S4
isolation_forest,auto,primary,0.813344,13,window,44,S4
isolation_forest,auto,orderband,1.487305,27,window,44,S4
ocsvm,auto,all,125.562676,39,window,44,S4
ocsvm,auto,machine,238.32911,26,window,44,S4
ocsvm,auto,primary,117.025696,13,window,44,S4
ocsvm,auto,orderband,127.88391,27,window,44,S4
pca_recon,3,all,2.901706,39,window,44,S4
pca_recon,3,machine,4.080222,26,window,44,S4
pca_recon,3,primary,2.346546,13,window,44,S4
pca_recon,3,orderband,3.145721,27,window,44,S4
pca_recon,5,all,3.693156,39,window,44,S4
pca_recon,5,machine,2.779097,26,window,44,S4
pca_recon,5,primary,2.991297,13,window,44,S4
pca_recon,5,orderband,3.137282,27,window,44,S4
pca_recon,8,all,6.84804,39,window,44,S4
pca_recon,8,machine,4.19489,26,window,44,S4
pca_recon,8,primary,1.974268,13,window,44,S4
pca_recon,8,orderband,3.256165,27,window,44,S4
pca_recon,auto,all,7.907552,39,window,44,S4
pca_recon,auto,machine,5.663656,26,window,44,S4
pca_recon,auto,primary,2.748834,13,window,44,S4
pca_recon,auto,orderband,4.540206,27,window,44,S4
mahalanobis,3,all,1.011994,39,window,45,S1
mahalanobis,3,machine,1.153209,26,window,45,S1
mahalanobis,3,primary,1.691319,13,window,45,S1
mahalanobis,3,orderband,1.151411,27,window,45,S1
mahalanobis,5,all,1.047213,39,window,45,S1
mahalanobis,5,machine,1.170792,26,window,45,S1
mahalanobis,5,primary,1.484633,13,window,45,S1
mahalanobis,5,orderband,1.156727,27,window,45,S1
mahalanobis,8,all,1.309551,39,window,45,S1
mahalanobis,8,machine,1.666024,26,window,45,S1
mahalanobis,8,primary,2.987682,13,window,45,S1
mahalanobis,8,orderband,1.244459,27,window,45,S1
mahalanobis,auto,all,2.353684,39,window,45,S1
mahalanobis,auto,machine,2.511873,26,window,45,S1
mahalanobis,auto,primary,1.4042,13,window,45,S1
mahalanobis,auto,orderband,1.82186,27,window,45,S1
isolation_forest,auto,all,1.187572,39,window,45,S1
isolation_forest,auto,machine,1.28188,26,window,45,S1
isolation_forest,auto,primary,1.080363,13,window,45,S1
isolation_forest,auto,orderband,1.409036,27,window,45,S1
ocsvm,auto,all,372.423759,39,window,45,S1
ocsvm,auto,machine,322.63867,26,window,45,S1
ocsvm,auto,primary,289.12794,13,window,45,S1
ocsvm,auto,orderband,266.3554,27,window,45,S1
pca_recon,3,all,2.284979,39,window,45,S1
pca_recon,3,machine,2.476333,26,window,45,S1
pca_recon,3,primary,2.213728,13,window,45,S1
pca_recon,3,orderband,2.397277,27,window,45,S1
pca_recon,5,all,2.86462,39,window,45,S1
pca_recon,5,machine,2.81925,26,window,45,S1
pca_recon,5,primary,3.827114,13,window,45,S1
pca_recon,5,orderband,2.918124,27,window,45,S1
pca_recon,8,all,4.810681,39,window,45,S1
pca_recon,8,machine,4.443945,26,window,45,S1
pca_recon,8,primary,2.488596,13,window,45,S1
pca_recon,8,orderband,3.714594,27,window,45,S1
pca_recon,auto,all,6.441929,39,window,45,S1
pca_recon,auto,machine,5.768483,26,window,45,S1
pca_recon,auto,primary,3.882045,13,window,45,S1
pca_recon,auto,orderband,5.257769,27,window,45,S1
mahalanobis,3,all,1.760544,39,window,45,S2
mahalanobis,3,machine,1.539746,26,window,45,S2
mahalanobis,3,primary,1.573276,13,window,45,S2
mahalanobis,3,orderband,1.667,27,window,45,S2
mahalanobis,5,all,1.98779,39,window,45,S2
mahalanobis,5,machine,2.120235,26,window,45,S2
mahalanobis,5,primary,2.095924,13,window,45,S2
mahalanobis,5,orderband,1.419576,27,window,45,S2
mahalanobis,8,all,2.236568,39,window,45,S2
mahalanobis,8,machine,2.37228,26,window,45,S2
mahalanobis,8,primary,2.186846,13,window,45,S2
mahalanobis,8,orderband,1.800141,27,window,45,S2
mahalanobis,auto,all,4.13935,39,window,45,S2
mahalanobis,auto,machine,2.791264,26,window,45,S2
mahalanobis,auto,primary,2.396648,13,window,45,S2
mahalanobis,auto,orderband,2.924927,27,window,45,S2
isolation_forest,auto,all,1.472089,39,window,45,S2
isolation_forest,auto,machine,1.370284,26,window,45,S2
isolation_forest,auto,primary,0.893001,13,window,45,S2
isolation_forest,auto,orderband,1.976504,27,window,45,S2
ocsvm,auto,all,173.634609,39,window,45,S2
ocsvm,auto,machine,109.998586,26,window,45,S2
ocsvm,auto,primary,170.007924,13,window,45,S2
ocsvm,auto,orderband,120.852743,27,window,45,S2
pca_recon,3,all,3.337731,39,window,45,S2
pca_recon,3,machine,2.90459,26,window,45,S2
pca_recon,3,primary,3.38029,13,window,45,S2
pca_recon,3,orderband,2.06781,27,window,45,S2
pca_recon,5,all,3.074975,39,window,45,S2
pca_recon,5,machine,2.693048,26,window,45,S2
pca_recon,5,primary,2.359152,13,window,45,S2
pca_recon,5,orderband,3.052816,27,window,45,S2
pca_recon,8,all,3.499847,39,window,45,S2
pca_recon,8,machine,3.555969,26,window,45,S2
pca_recon,8,primary,1.208059,13,window,45,S2
pca_recon,8,orderband,3.260381,27,window,45,S2
pca_recon,auto,all,5.242605,39,window,45,S2
pca_recon,auto,machine,3.283937,26,window,45,S2
pca_recon,auto,primary,2.195496,13,window,45,S2
pca_recon,auto,orderband,3.966459,27,window,45,S2
mahalanobis,3,all,2.014454,39,window,45,S3
mahalanobis,3,machine,1.379764,26,window,45,S3
mahalanobis,3,primary,1.784507,13,window,45,S3
mahalanobis,3,orderband,1.638763,27,window,45,S3
mahalanobis,5,all,1.721785,39,window,45,S3
mahalanobis,5,machine,1.82114,26,window,45,S3
mahalanobis,5,primary,1.846144,13,window,45,S3
mahalanobis,5,orderband,1.231076,27,window,45,S3
mahalanobis,8,all,1.998624,39,window,45,S3
mahalanobis,8,machine,2.599879,26,window,45,S3
mahalanobis,8,primary,3.240595,13,window,45,S3
mahalanobis,8,orderband,2.244361,27,window,45,S3
mahalanobis,auto,all,3.226738,39,window,45,S3
mahalanobis,auto,machine,3.095725,26,window,45,S3
mahalanobis,auto,primary,1.801283,13,window,45,S3
mahalanobis,auto,orderband,2.852847,27,window,45,S3
isolation_forest,auto,all,1.294973,39,window,45,S3
isolation_forest,auto,machine,1.12981,26,window,45,S3
isolation_forest,auto,primary,0.766895,13,window,45,S3
isolation_forest,auto,orderband,1.472953,27,window,45,S3
ocsvm,auto,all,271.301101,39,window,45,S3
ocsvm,auto,machine,140.062422,26,window,45,S3
ocsvm,auto,primary,166.721158,13,window,45,S3
ocsvm,auto,orderband,241.278197,27,window,45,S3
pca_recon,3,all,3.008329,39,window,45,S3
pca_recon,3,machine,3.502147,26,window,45,S3
pca_recon,3,primary,2.359591,13,window,45,S3
pca_recon,3,orderband,2.429688,27,window,45,S3
pca_recon,5,all,4.029324,39,window,45,S3
pca_recon,5,machine,3.829555,26,window,45,S3
pca_recon,5,primary,2.779427,13,window,45,S3
pca_recon,5,orderband,3.487528,27,window,45,S3
pca_recon,8,all,4.481088,39,window,45,S3
pca_recon,8,machine,3.590274,26,window,45,S3
pca_recon,8,primary,1.776177,13,window,45,S3
pca_recon,8,orderband,2.834957,27,window,45,S3
pca_recon,auto,all,5.514761,39,window,45,S3
pca_recon,auto,machine,4.607961,26,window,45,S3
pca_recon,auto,primary,2.955892,13,window,45,S3
pca_recon,auto,orderband,3.202741,27,window,45,S3
mahalanobis,3,all,1.867237,39,window,45,S4
mahalanobis,3,machine,1.104925,26,window,45,S4
mahalanobis,3,primary,1.11925,13,window,45,S4
mahalanobis,3,orderband,1.782359,27,window,45,S4
mahalanobis,5,all,1.811092,39,window,45,S4
mahalanobis,5,machine,2.14611,26,window,45,S4
mahalanobis,5,primary,1.755626,13,window,45,S4
mahalanobis,5,orderband,1.510503,27,window,45,S4
mahalanobis,8,all,2.740117,39,window,45,S4
mahalanobis,8,machine,3.21306,26,window,45,S4
mahalanobis,8,primary,2.579362,13,window,45,S4
mahalanobis,8,orderband,2.397136,27,window,45,S4
mahalanobis,auto,all,4.068904,39,window,45,S4
mahalanobis,auto,machine,3.566771,26,window,45,S4
mahalanobis,auto,primary,1.443164,13,window,45,S4
mahalanobis,auto,orderband,2.679195,27,window,45,S4
isolation_forest,auto,all,1.368343,39,window,45,S4
isolation_forest,auto,machine,1.402538,26,window,45,S4
isolation_forest,auto,primary,0.767811,13,window,45,S4
isolation_forest,auto,orderband,1.527975,27,window,45,S4
ocsvm,auto,all,125.562676,39,window,45,S4
ocsvm,auto,machine,238.32911,26,window,45,S4
ocsvm,auto,primary,117.025696,13,window,45,S4
ocsvm,auto,orderband,127.88391,27,window,45,S4
pca_recon,3,all,2.901706,39,window,45,S4
pca_recon,3,machine,4.080222,26,window,45,S4
pca_recon,3,primary,2.346546,13,window,45,S4
pca_recon,3,orderband,3.145721,27,window,45,S4
pca_recon,5,all,3.693156,39,window,45,S4
pca_recon,5,machine,2.779097,26,window,45,S4
pca_recon,5,primary,2.991297,13,window,45,S4
pca_recon,5,orderband,3.137282,27,window,45,S4
pca_recon,8,all,6.84804,39,window,45,S4
pca_recon,8,machine,4.19489,26,window,45,S4
pca_recon,8,primary,1.974268,13,window,45,S4
pca_recon,8,orderband,3.256165,27,window,45,S4
pca_recon,auto,all,7.907552,39,window,45,S4
pca_recon,auto,machine,5.663656,26,window,45,S4
pca_recon,auto,primary,2.748834,13,window,45,S4
pca_recon,auto,orderband,4.540206,27,window,45,S4
mahalanobis,3,all,1.011994,39,window,46,S1
mahalanobis,3,machine,1.153209,26,window,46,S1
mahalanobis,3,primary,1.691319,13,window,46,S1
mahalanobis,3,orderband,1.151411,27,window,46,S1
mahalanobis,5,all,1.047213,39,window,46,S1
mahalanobis,5,machine,1.170792,26,window,46,S1
mahalanobis,5,primary,1.484633,13,window,46,S1
mahalanobis,5,orderband,1.156727,27,window,46,S1
mahalanobis,8,all,1.309551,39,window,46,S1
mahalanobis,8,machine,1.666024,26,window,46,S1
mahalanobis,8,primary,2.987682,13,window,46,S1
mahalanobis,8,orderband,1.244459,27,window,46,S1
mahalanobis,auto,all,2.353684,39,window,46,S1
mahalanobis,auto,machine,2.511873,26,window,46,S1
mahalanobis,auto,primary,1.4042,13,window,46,S1
mahalanobis,auto,orderband,1.82186,27,window,46,S1
isolation_forest,auto,all,1.210759,39,window,46,S1
isolation_forest,auto,machine,1.145826,26,window,46,S1
isolation_forest,auto,primary,1.095187,13,window,46,S1
isolation_forest,auto,orderband,1.371553,27,window,46,S1
ocsvm,auto,all,372.423759,39,window,46,S1
ocsvm,auto,machine,322.63867,26,window,46,S1
ocsvm,auto,primary,289.12794,13,window,46,S1
ocsvm,auto,orderband,266.3554,27,window,46,S1
pca_recon,3,all,2.284979,39,window,46,S1
pca_recon,3,machine,2.476333,26,window,46,S1
pca_recon,3,primary,2.213728,13,window,46,S1
pca_recon,3,orderband,2.397277,27,window,46,S1
pca_recon,5,all,2.86462,39,window,46,S1
pca_recon,5,machine,2.81925,26,window,46,S1
pca_recon,5,primary,3.827114,13,window,46,S1
pca_recon,5,orderband,2.918124,27,window,46,S1
pca_recon,8,all,4.810681,39,window,46,S1
pca_recon,8,machine,4.443945,26,window,46,S1
pca_recon,8,primary,2.488596,13,window,46,S1
pca_recon,8,orderband,3.714594,27,window,46,S1
pca_recon,auto,all,6.441929,39,window,46,S1
pca_recon,auto,machine,5.768483,26,window,46,S1
pca_recon,auto,primary,3.882045,13,window,46,S1
pca_recon,auto,orderband,5.257769,27,window,46,S1
mahalanobis,3,all,1.760544,39,window,46,S2
mahalanobis,3,machine,1.539746,26,window,46,S2
mahalanobis,3,primary,1.573276,13,window,46,S2
mahalanobis,3,orderband,1.667,27,window,46,S2
mahalanobis,5,all,1.98779,39,window,46,S2
mahalanobis,5,machine,2.120235,26,window,46,S2
mahalanobis,5,primary,2.095924,13,window,46,S2
mahalanobis,5,orderband,1.419576,27,window,46,S2
mahalanobis,8,all,2.236568,39,window,46,S2
mahalanobis,8,machine,2.37228,26,window,46,S2
mahalanobis,8,primary,2.186846,13,window,46,S2
mahalanobis,8,orderband,1.800141,27,window,46,S2
mahalanobis,auto,all,4.13935,39,window,46,S2
mahalanobis,auto,machine,2.791264,26,window,46,S2
mahalanobis,auto,primary,2.396648,13,window,46,S2
mahalanobis,auto,orderband,2.924927,27,window,46,S2
isolation_forest,auto,all,1.695003,39,window,46,S2
isolation_forest,auto,machine,1.421173,26,window,46,S2
isolation_forest,auto,primary,0.996768,13,window,46,S2
isolation_forest,auto,orderband,1.858823,27,window,46,S2
ocsvm,auto,all,173.634609,39,window,46,S2
ocsvm,auto,machine,109.998586,26,window,46,S2
ocsvm,auto,primary,170.007924,13,window,46,S2
ocsvm,auto,orderband,120.852743,27,window,46,S2
pca_recon,3,all,3.337731,39,window,46,S2
pca_recon,3,machine,2.90459,26,window,46,S2
pca_recon,3,primary,3.38029,13,window,46,S2
pca_recon,3,orderband,2.06781,27,window,46,S2
pca_recon,5,all,3.074975,39,window,46,S2
pca_recon,5,machine,2.693048,26,window,46,S2
pca_recon,5,primary,2.359152,13,window,46,S2
pca_recon,5,orderband,3.052816,27,window,46,S2
pca_recon,8,all,3.499847,39,window,46,S2
pca_recon,8,machine,3.555969,26,window,46,S2
pca_recon,8,primary,1.208059,13,window,46,S2
pca_recon,8,orderband,3.260381,27,window,46,S2
pca_recon,auto,all,5.242605,39,window,46,S2
pca_recon,auto,machine,3.283937,26,window,46,S2
pca_recon,auto,primary,2.195496,13,window,46,S2
pca_recon,auto,orderband,3.966459,27,window,46,S2
mahalanobis,3,all,2.014454,39,window,46,S3
mahalanobis,3,machine,1.379764,26,window,46,S3
mahalanobis,3,primary,1.784507,13,window,46,S3
mahalanobis,3,orderband,1.638763,27,window,46,S3
mahalanobis,5,all,1.721785,39,window,46,S3
mahalanobis,5,machine,1.82114,26,window,46,S3
mahalanobis,5,primary,1.846144,13,window,46,S3
mahalanobis,5,orderband,1.231076,27,window,46,S3
mahalanobis,8,all,1.998624,39,window,46,S3
mahalanobis,8,machine,2.599879,26,window,46,S3
mahalanobis,8,primary,3.240595,13,window,46,S3
mahalanobis,8,orderband,2.244361,27,window,46,S3
mahalanobis,auto,all,3.226738,39,window,46,S3
mahalanobis,auto,machine,3.095725,26,window,46,S3
mahalanobis,auto,primary,1.801283,13,window,46,S3
mahalanobis,auto,orderband,2.852847,27,window,46,S3
isolation_forest,auto,all,1.384789,39,window,46,S3
isolation_forest,auto,machine,1.136473,26,window,46,S3
isolation_forest,auto,primary,0.778332,13,window,46,S3
isolation_forest,auto,orderband,1.462434,27,window,46,S3
ocsvm,auto,all,271.301101,39,window,46,S3
ocsvm,auto,machine,140.062422,26,window,46,S3
ocsvm,auto,primary,166.721158,13,window,46,S3
ocsvm,auto,orderband,241.278197,27,window,46,S3
pca_recon,3,all,3.008329,39,window,46,S3
pca_recon,3,machine,3.502147,26,window,46,S3
pca_recon,3,primary,2.359591,13,window,46,S3
pca_recon,3,orderband,2.429688,27,window,46,S3
pca_recon,5,all,4.029324,39,window,46,S3
pca_recon,5,machine,3.829555,26,window,46,S3
pca_recon,5,primary,2.779427,13,window,46,S3
pca_recon,5,orderband,3.487528,27,window,46,S3
pca_recon,8,all,4.481088,39,window,46,S3
pca_recon,8,machine,3.590274,26,window,46,S3
pca_recon,8,primary,1.776177,13,window,46,S3
pca_recon,8,orderband,2.834957,27,window,46,S3
pca_recon,auto,all,5.514761,39,window,46,S3
pca_recon,auto,machine,4.607961,26,window,46,S3
pca_recon,auto,primary,2.955892,13,window,46,S3
pca_recon,auto,orderband,3.202741,27,window,46,S3
mahalanobis,3,all,1.867237,39,window,46,S4
mahalanobis,3,machine,1.104925,26,window,46,S4
mahalanobis,3,primary,1.11925,13,window,46,S4
mahalanobis,3,orderband,1.782359,27,window,46,S4
mahalanobis,5,all,1.811092,39,window,46,S4
mahalanobis,5,machine,2.14611,26,window,46,S4
mahalanobis,5,primary,1.755626,13,window,46,S4
