roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,f1_mean,f1_std,far_mean,far_std,n_folds,dataset,detector,fs_hz,label
0.5150881662871282,0.07616446042704157,0.8035699355688022,0.041848189113186864,0.07218770178056311,0.059519538397378315,0.026666666666666665,0.04086248165208066,5,mafaulda,mahalanobis,120.0,horizontal_misalignment
0.8295922940260079,0.06738617483701977,0.958961420160302,0.025455903498926,0.12273545351401319,0.05821812240905848,0.026666666666666665,0.04086248165208066,5,mafaulda,mahalanobis,120.0,imbalance
0.7893813836355166,0.05209518750008234,0.9081548362726126,0.02992676319472145,0.23889197435727852,0.12234408031352523,0.026666666666666665,0.04086248165208066,5,mafaulda,mahalanobis,120.0,overhang_ball_fault
0.7878290437587468,0.09415080679275636,0.9199878728929072,0.04602647227275902,0.12221558932739125,0.03719730270317158,0.026666666666666665,0.04086248165208066,5,mafaulda,mahalanobis,120.0,overhang_cage_fault
0.8414434376098919,0.07292247684494547,0.9378021038066461,0.03768829549038943,0.15174137216656428,0.067096800564445,0.026666666666666665,0.04086248165208066,5,mafaulda,mahalanobis,120.0,overhang_outer_race
0.6379251004783695,0.09591215402638165,0.8535306542600916,0.0549968613878461,0.06650432807762856,0.024830264107811882,0.026666666666666665,0.04086248165208066,5,mafaulda,mahalanobis,120.0,underhang_ball_fault
0.6875767882251218,0.09645863496574487,0.880256536518622,0.05145461351606283,0.08353040386755113,0.02890998499308127,0.026666666666666665,0.04086248165208066,5,mafaulda,mahalanobis,120.0,underhang_cage_fault
0.6956331648834532,0.09151505990672805,0.8787925404765214,0.053874114139357915,0.09988709481509626,0.023684265002134768,0.026666666666666665,0.04086248165208066,5,mafaulda,mahalanobis,120.0,underhang_outer_race
0.5612426746333378,0.07077608894659311,0.8748024651169983,0.024651114085458337,0.06502488842171569,0.046953312356658984,0.026666666666666665,0.04086248165208066,5,mafaulda,mahalanobis,120.0,vertical_misalignment
0.5904611342777433,0.0794938948678987,0.8365044464122551,0.04009755574897276,0.12715708930062247,0.07520593672388014,0.0681045751633987,0.07030231369130549,5,mafaulda,ocsvm,120.0,horizontal_misalignment
0.8684023905497851,0.0309936024078848,0.9729196945468941,0.018149373909054984,0.8356794603027569,0.04011735343115574,0.0681045751633987,0.07030231369130549,5,mafaulda,ocsvm,120.0,imbalance
0.8519515286143505,0.029113616344390088,0.9439848091563864,0.012167313752893885,0.7530178949462982,0.05201181351798327,0.0681045751633987,0.07030231369130549,5,mafaulda,ocsvm,120.0,overhang_ball_fault
0.838548189420526,0.05147309030883261,0.9465771003973895,0.031705084975204446,0.7693647679355137,0.04097465606827862,0.0681045751633987,0.07030231369130549,5,mafaulda,ocsvm,120.0,overhang_cage_fault
0.8917934507080382,0.04603673865934807,0.9625198678803757,0.02755683693908684,0.813879604050134,0.0316346346166255,0.0681045751633987,0.07030231369130549,5,mafaulda,ocsvm,120.0,overhang_outer_race
0.7274115984496607,0.06772069355821,0.9032723219976223,0.04115215043980242,0.5229258844077646,0.03976694885183097,0.0681045751633987,0.07030231369130549,5,mafaulda,ocsvm,120.0,underhang_ball_fault
0.7908818251870519,0.04682855322302362,0.9297844526953674,0.026102056156202418,0.6212436414631433,0.02359543411389636,0.0681045751633987,0.07030231369130549,5,mafaulda,ocsvm,120.0,underhang_cage_fault
