roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,f1_mean,f1_std,far_mean,far_std,n_folds,dataset,noise_type,snr_db,label
0.8383277610757857,0.057024961870981335,0.9627598866896745,0.020836548205548658,0.09249568593460585,0.020764276037209293,0.01647058823529412,0.02474786349172074,5,mafaulda,shake,10,imbalance
0.9068127846636113,0.03471994835722904,0.9607220662307892,0.015907196244876156,0.40485043546588484,0.07449650939966576,0.01647058823529412,0.02474786349172074,5,mafaulda,shake,10,overhang_ball_fault
0.8015680039901494,0.07886454608980864,0.9289540328024677,0.03928073121807759,0.09255728207908395,0.0342465539311605,0.01647058823529412,0.02474786349172074,5,mafaulda,shake,10,overhang_cage_fault
0.8909327083411949,0.06744832536753494,0.9555697646049544,0.029186986166211938,0.14007660336576427,0.0635789123001543,0.01647058823529412,0.02474786349172074,5,mafaulda,shake,10,overhang_outer_race
0.6623181148732049,0.09497001720789383,0.8716264428493907,0.052134142279085895,0.07842516136753154,0.028340369788968877,0.01647058823529412,0.02474786349172074,5,mafaulda,shake,10,underhang_ball_fault
0.7193878380292513,0.10551453703868742,0.8971081144068755,0.0488840467168697,0.09543239987060134,0.03622061040590724,0.01647058823529412,0.02474786349172074,5,mafaulda,shake,10,underhang_cage_fault
0.6968324495198773,0.08968342414133984,0.8829722324700761,0.049199514703927895,0.0428368467961601,0.017889083644339155,0.01647058823529412,0.02474786349172074,5,mafaulda,shake,10,underhang_outer_race
0.5415438996770893,0.055201180704771514,0.8790352396775262,0.01638819586396402,0.05174463158502035,0.041747072768742864,0.01647058823529412,0.02474786349172074,5,mafaulda,shake,10,vertical_misalignment
0.488070367412928,0.05936324670659111,0.8044718165737553,0.02467499574855406,0.03256392641502276,0.034999111445777595,0.024444444444444446,0.04505918568809939,5,mafaulda,shake,5,horizontal_misalignment
0.8347688612962589,0.055555576611282916,0.964635165484799,0.02084028000592118,0.297455940027182,0.1125378351540048,0.024444444444444446,0.04505918568809939,5,mafaulda,shake,5,imbalance
0.8924829684960404,0.0338070460669567,0.956190943459075,0.015864055824812283,0.5172687315714714,0.0868315905660655,0.024444444444444446,0.04505918568809939,5,mafaulda,shake,5,overhang_ball_fault
0.7998637464636371,0.07300949345535612,0.9326280607893651,0.03611194207603091,0.3102185124602738,0.1361935287075015,0.024444444444444446,0.04505918568809939,5,mafaulda,shake,5,overhang_cage_fault
0.8814943317019441,0.0665550621086021,0.9578128579139907,0.027666003181518076,0.3777909175976303,0.11023501572170594,0.024444444444444446,0.04505918568809939,5,mafaulda,shake,5,overhang_outer_race
0.6535590425610458,0.07859202128263998,0.875225575314168,0.045419741077006144,0.13992732021630605,0.07021622799504777,0.024444444444444446,0.04505918568809939,5,mafaulda,shake,5,underhang_ball_fault
0.6990642618579243,0.09371514173216158,0.8961824791581176,0.04306221004094841,0.20369573755852355,0.09403132496352472,0.024444444444444446,0.04505918568809939,5,mafaulda,shake,5,underhang_cage_fault
0.6761143150070485,0.08791041191971957,0.8833627738785834,0.04838853283783145,0.16446124118368521,0.09091114780163465,0.024444444444444446,0.04505918568809939,5,mafaulda,shake,5,underhang_outer_race
0.5092895817707774,0.052128519567277626,0.866241191265738,0.016033999458404277,0.06067672885823498,0.05418926930021822,0.024444444444444446,0.04505918568809939,5,mafaulda,shake,5,vertical_misalignment
0.4588296661047527,0.08003174500652256,0.7913617060631675,0.031278797706133246,0.025302523179993607,0.026366812886314855,0.03084967320261438,0.05629154927138612,5,mafaulda,shake,0,horizontal_misalignment
0.8104491296966636,0.05521846378930938,0.9588179435113708,0.024264294504770485,0.17837624693109397,0.08543596488324733,0.03084967320261438,0.05629154927138612,5,mafaulda,shake,0,imbalance
0.9023396373800064,0.03643827250163036,0.9615811849369529,0.018369715498402602,0.5238640743600615,0.09015259237921301,0.03084967320261438,0.05629154927138612,5,mafaulda,shake,0,overhang_ball_fault
0.7751595212039575,0.0744738258727443,0.9210158894496286,0.042205119689742714,0.16916212776893347,0.05470555106570973,0.03084967320261438,0.05629154927138612,5,mafaulda,shake,0,overhang_cage_fault
0.8775822571797803,0.04042180833459411,0.9581458283049218,0.02209308562811208,0.2904825433509381,0.12853180302798695,0.03084967320261438,0.05629154927138612,5,mafaulda,shake,0,overhang_outer_race
0.648491088064936,0.0838519114805983,0.8761975182466015,0.04721717167737685,0.08764837400154239,0.0328780499123392,0.03084967320261438,0.05629154927138612,5,mafaulda,shake,0,underhang_ball_fault
0.6733976427711632,0.09278509149742543,0.8847325583830162,0.04671107059061273,0.10579836744741447,0.04803677281632279,0.03084967320261438,0.05629154927138612,5,mafaulda,shake,0,underhang_cage_fault
0.6581889271047288,0.11579078994762224,0.8812419204217982,0.05328652705088167,0.10794049572832849,0.03786102598574272,0.03084967320261438,0.05629154927138612,5,mafaulda,shake,0,underhang_outer_race
0.474946712382585,0.06974821302759533,0.8593901149326415,0.018981592702241673,0.046534518989633775,0.04337116149913317,0.03084967320261438,0.05629154927138612,5,mafaulda,shake,0,vertical_misalignment
